Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AMD,NVDA,TSLA,AMD,NVDA,TSLA,AMD,NVDA,TSLA,AMD,NVDA,TSLA,AMD,NVDA,TSLA,AMD,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,
2022-04-11,97.37000274658203,218.89517211914062,325.30999755859375,97.37000274658203,219.1699981689453,325.30999755859375,98.66999816894531,223.1999969482422,336.15667724609375,95.94000244140625,216.60000610351562,324.8800048828125,98.5999984741211,222.13999938964844,326.79998779296875,95527700,57520700,59357100
2022-04-12,95.0999984741211,214.7703399658203,328.98333740234375,95.0999984741211,215.0399932861328,328.98333740234375,99.58999633789062,227.25,340.39666748046875,94.5999984741211,212.82000732421875,325.5333251953125,98.77999877929688,225.3699951171875,332.5466613769531,89246400,66225800,65976000
2022-04-13,97.73999786376953,221.75155639648438,340.7900085449219,97.73999786376953,222.02999877929688,340.7900085449219,98.33000183105469,225.0,342.0799865722656,94.70999908447266,214.5500030517578,324.3666687011719,95.30000305175781,217.27999877929688,327.02667236328125,77728400,51694300,55121100
2022-04-14,93.05999755859375,212.31341552734375,328.3333435058594,93.05999755859375,212.5800018310547,328.3333435058594,98.38999938964844,227.77000427246094,337.57000732421875,92.91999816894531,211.6300048828125,327.39666748046875,98.37000274658203,225.0500030517578,333.0966796875,73354400,56909700,58422300
2022-04-18,93.88999938964844,217.5568389892578,334.7633361816406,93.88999938964844,217.8300018310547,334.7633361816406,95.16000366210938,220.8800048828125,338.3066711425781,91.63999938964844,210.7899932861328,324.4700012207031,92.02999877929688,212.0,329.6766662597656,80605800,52570100,51715200
2022-04-19,96.93000030517578,221.7016143798828,342.7166748046875,96.93000030517578,221.97999572753906,342.7166748046875,97.06999969482422,223.72999572753906,344.9800109863281,92.83999633789062,213.13999938964844,331.77667236328125,93.38999938964844,217.1999969482422,335.0199890136719,77069500,51278100,49847700
2022-04-20,94.0199966430664,214.5506134033203,325.73333740234375,94.0199966430664,214.82000732421875,325.73333740234375,97.91000366210938,226.6999969482422,344.6666564941406,93.19999694824219,212.0,325.0833435058594,97.83999633789062,225.1699981689453,343.3333435058594,62489000,46897400,70711200
2022-04-21,89.8499984741211,201.576904296875,336.260009765625,89.8499984741211,201.8300018310547,336.260009765625,96.2300033569336,223.9199981689453,364.0733337402344,89.23999786376953,200.0,332.1400146484375,95.16000366210938,217.08999633789062,358.24334716796875,76680600,65620900,105416400
2022-04-22,88.13999938964844,194.90528869628906,335.01666259765625,88.13999938964844,195.14999389648438,335.01666259765625,91.45999908447266,204.86000061035156,344.95001220703125,87.94000244140625,195.0,331.3333435058594,90.02999877929688,203.02999877929688,338.3033447265625,75017700,62471300,69696600
2022-04-25,90.69000244140625,198.7704315185547,332.67333984375,90.69000244140625,199.02000427246094,332.67333984375,91.37000274658203,199.4499969482422,336.2066650390625,88.61000061035156,190.9600067138672,325.1000061035156,89.86000061035156,192.02000427246094,326.3233337402344,93481000,64156600,68341200
2022-04-26,85.16000366210938,187.6444091796875,292.1400146484375,85.16000366210938,187.8800048828125,292.1400146484375,90.12000274658203,197.8800048828125,333.3333435058594,85.08000183105469,186.6999969482422,291.6666564941406,89.73999786376953,197.17999267578125,331.80999755859375,89127400,65314300,136133700
2022-04-27,84.91000366210938,183.91908264160156,293.836669921875,84.91000366210938,184.14999389648438,293.836669921875,87.9000015258789,191.6699981689453,306.0,84.0199966430664,182.89999389648438,292.4533386230469,84.25,185.97999572753906,299.52667236328125,83125100,49946000,76956300
2022-04-28,89.63999938964844,197.5719451904297,292.5033264160156,89.63999938964844,197.82000732421875,292.5033264160156,90.58000183105469,200.3699951171875,300.0,84.77999877929688,184.89999389648438,273.8999938964844,86.66999816894531,189.6699981689453,299.99334716796875,91495400,57032700,124948500
2022-04-29,85.5199966430664,185.2374267578125,290.2533264160156,85.5199966430664,185.47000122070312,290.2533264160156,91.79000091552734,201.27999877929688,311.4666748046875,85.37999725341797,185.1699981689453,290.0,88.05000305175781,194.02000427246094,300.75,82647700,50043500,88133100
2022-05-02,89.83999633789062,195.08505249023438,300.9800109863281,89.83999633789062,195.3300018310547,300.9800109863281,90.37000274658203,195.74000549316406,302.1199951171875,85.31999969482422,183.91000366210938,282.6766662597656,85.66000366210938,185.41000366210938,286.92333984375,98304100,57204900,75781500
2022-05-03,91.12999725341797,195.77420043945312,303.0833435058594,91.12999725341797,196.02000427246094,303.0833435058594,92.20999908447266,198.25,308.02667236328125,89.01000213623047,191.3300018310547,296.1966552734375,89.8499984741211,194.0,301.05999755859375,126381800,47575100,63709500
2022-05-04,99.41999816894531,203.08502197265625,317.5400085449219,99.41999816894531,203.33999633789062,317.5400085449219,99.69000244140625,204.0,318.5,91.69999694824219,187.50999450683594,295.09332275390625,98.18000030517578,199.22999572753906,301.3133239746094,225394100,64885500,81643800
2022-05-05,93.87000274658203,188.2036895751953,291.09332275390625,93.87000274658203,188.44000244140625,291.09332275390625,97.83999633789062,199.25,315.20001220703125,92.16999816894531,185.0,285.8999938964844,97.6500015258789,198.6699981689453,313.00665283203125,153129800,62633100,92519100
2022-05-06,95.33999633789062,186.51580810546875,288.54998779296875,95.33999633789062,186.75,288.54998779296875,98.18000030517578,195.1199951171875,296.0,92.6500015258789,179.89999389648438,281.03668212890625,94.33999633789062,187.36000061035156,295.6666564941406,144286600,63329700,72903000
2022-05-09,86.36000061035156,169.28744506835938,262.3699951171875,86.36000061035156,169.5,262.3699951171875,93.73999786376953,182.5500030517578,281.8766784667969,85.37999725341797,168.27000427246094,260.3833312988281,92.87000274658203,180.33999633789062,278.8166809082031,144523700,64445500,90810300
2022-05-10,88.7300033569336,175.72935485839844,266.67999267578125,88.7300033569336,175.9499969482422,266.67999267578125,90.7699966430664,181.97999572753906,275.1199951171875,85.41000366210938,170.25,258.0833435058594,89.18000030517578,176.88999938964844,273.10333251953125,137235500,76147400,84401700
2022-05-11,87.91999816894531,166.09144592285156,244.6666717529297,87.91999816894531,166.3000030517578,244.6666717529297,93.45999908447266,177.52999877929688,269.92333984375,86.52999877929688,165.67999267578125,242.39999389648438,87.83999633789062,173.47000122070312,265.0,136137900,67016700,97224600
2022-05-12,87.05999755859375,161.5471649169922,242.6666717529297,87.05999755859375,161.75,242.6666717529297,88.55000305175781,167.8800048828125,253.22000122070312,83.2699966430664,155.6699981689453,226.6666717529297,86.5999984741211,162.19000244140625,233.6666717529297,129214200,70872800,140313000
2022-05-13,95.12000274658203,176.83795166015625,256.5299987792969,95.12000274658203,177.05999755859375,256.5299987792969,96.56999969482422,179.27999877929688,262.45001220703125,88.22000122070312,165.92999267578125,250.52333068847656,88.30000305175781,167.8800048828125,257.82666015625,138068100,67043700,92150700
2022-05-16,94.23999786376953,172.4235076904297,241.4566650390625,94.23999786376953,172.63999938964844,241.4566650390625,98.16999816894531,177.8800048828125,256.586669921875,93.08000183105469,171.05999755859375,239.69667053222656,93.86000061035156,175.08999633789062,255.72000122070312,131065700,52144600,86098500
2022-05-17,102.47000122070312,181.5420684814453,253.8699951171875,102.47000122070312,181.77000427246094,253.8699951171875,103.19999694824219,183.7100067138672,254.82666015625,97.54000091552734,176.33999633789062,242.9499969482422,97.87999725341797,180.74000549316406,249.1199951171875,164227200,58583000,80236200
2022-05-18,96.27999877929688,169.1676025390625,236.60333251953125,96.27999877929688,169.3800048828125,236.60333251953125,104.22000122070312,181.17999267578125,253.5,95.70999908447266,168.63999938964844,233.60333251953125,100.0,177.0500030517578,248.17333984375,142603200,54516100,87811800
2022-05-19,96.66999816894531,171.0252685546875,236.47332763671875,96.66999816894531,171.24000549316406,236.47332763671875,100.69000244140625,176.8699951171875,244.6666717529297,95.08999633789062,167.33999633789062,231.3699951171875,96.69000244140625,169.3699951171875,235.6666717529297,141506200,62131000,90296700
2022-05-20,93.5,166.73065185546875,221.3000030517578,93.5,166.94000244140625,221.3000030517578,98.63999938964844,174.10000610351562,240.52667236328125,88.26000213623047,157.5500030517578,211.0,98.38999938964844,173.32000732421875,237.99667358398438,164126800,73910500,144973200
2022-05-23,95.06999969482422,168.76809692382812,224.96665954589844,95.06999969482422,168.97999572753906,224.96665954589844,95.19000244140625,169.14999389648438,226.65333557128906,90.91999816894531,161.7899932861328,212.68666076660156,91.66000366210938,162.74000549316406,218.33999633789062,128773000,63988900,88903500
2022-05-24,91.16000366210938,161.33741760253906,209.3866729736328,91.16000366210938,161.5399932861328,209.3866729736328,93.41999816894531,165.97000122070312,217.97332763671875,89.62000274658203,157.8000030517578,206.85667419433594,92.54000091552734,165.10000610351562,217.8433380126953,123341400,58855000,89092500
2022-05-25,92.6500015258789,169.53712463378906,219.60000610351562,92.6500015258789,169.75,219.60000610351562,93.88999938964844,171.11000061035156,223.10667419433594,89.5199966430664,160.0,207.6699981689453,90.43000030517578,160.1999969482422,207.9499969482422,111771100,78113200,92139300
2022-05-26,98.75,178.2861328125,235.91000366210938,98.75,178.50999450683594,235.91000366210938,100.33000183105469,180.9199981689453,239.55667114257812,90.73999786376953,160.22000122070312,217.8866729736328,91.33999633789062,160.36000061035156,220.47332763671875,128792700,99657500,106003200
2022-05-27,102.26000213623047,187.87411499023438,253.2100067138672,102.26000213623047,188.11000061035156,253.2100067138672,102.4000015258789,188.80999755859375,253.26666259765625,99.37999725341797,181.0,240.17666625976562,100.13999938964844,181.86000061035156,241.0833282470703,104348400,73837900,89295000
2022-05-31,101.86000061035156,186.48585510253906,252.75332641601562,101.86000061035156,186.72000122070312,252.75332641601562,104.55000305175781,192.0,259.6000061035156,100.04000091552734,183.5,244.7433319091797,102.43000030517578,189.8000030517578,257.9466552734375,125102900,66410000,101914500
2022-06-01,101.22000122070312,182.97024536132812,246.7899932861328,101.22000122070312,183.1999969482422,246.7899932861328,103.56999969482422,190.52999877929688,257.32666015625,99.55000305175781,181.22000122070312,243.63999938964844,102.12999725341797,187.24000549316406,251.72000122070312,99351400,54451400,77247900
2022-06-02,108.58999633789062,195.67431640625,258.3333435058594,108.58999633789062,195.9199981689453,258.3333435058594,109.5,196.19000244140625,264.2099914550781,100.77999877929688,181.97999572753906,242.06666564941406,100.77999877929688,182.9199981689453,244.1566619873047,120953800,64865600,93473100
2022-06-03,106.30000305175781,186.96524047851562,234.51666259765625,106.30000305175781,187.1999969482422,234.51666259765625,109.38999938964844,193.32000732421875,247.79666137695312,104.6500015258789,185.22000122070312,233.4166717529297,105.80000305175781,190.82000732421875,243.22666931152344,110844700,59877900,112393800
2022-06-06,105.6500015258789,187.6244354248047,238.27999877929688,105.6500015258789,187.86000061035156,238.27999877929688,109.56999969482422,193.3699951171875,244.86666870117188,104.2300033569336,185.63999938964844,234.35000610351562,108.2699966430664,191.38999938964844,244.35333251953125,96726900,42240600,84204600
2022-06-07,105.27999877929688,189.0226287841797,238.8866729736328,105.27999877929688,189.25999450683594,238.8866729736328,106.23999786376953,190.0,239.99667358398438,102.61000061035156,181.8800048828125,230.0933380126953,104.23999786376953,184.72000122070312,234.0,79022900,38891400,72808500
2022-06-08,101.9000015258789,186.28550720214844,241.86666870117188,101.9000015258789,186.47999572753906,241.86666870117188,105.8499984741211,191.8000030517578,249.9633331298828,100.41000366210938,185.35000610351562,239.17666625976562,104.56999969482422,187.99000549316406,240.086669921875,97641900,36325200,76210500
2022-06-09,98.80000305175781,180.29177856445312,239.7066650390625,98.80000305175781,180.47999572753906,239.7066650390625,103.94000244140625,189.3300018310547,255.54666137695312,98.73999786376953,180.41000366210938,239.32666015625,101.56999969482422,184.80999755859375,249.33999633789062,95299000,39557400,96491400
2022-06-10,94.81999969482422,169.56298828125,232.22999572753906,94.81999969482422,169.74000549316406,232.22999572753906,99.93000030517578,176.97000122070312,239.5,94.25,168.69000244140625,227.913330078125,98.81999969482422,176.0,235.1566619873047,102135400,46524800,97536600
2022-06-13,86.98999786376953,156.30682373046875,215.73666381835938,86.98999786376953,156.47000122070312,215.73666381835938,92.02999877929688,163.1199951171875,226.63333129882812,86.63999938964844,156.05999755859375,214.68333435058594,91.26000213623047,160.0,223.1666717529297,98148800,60415300,102767400
2022-06-14,86.98999786376953,158.19485473632812,220.88999938964844,86.98999786376953,158.36000061035156,220.88999938964844,88.30000305175781,160.66000366210938,226.3300018310547,85.81999969482422,154.1199951171875,211.73666381835938,87.41000366210938,157.30999755859375,218.2866668701172,84066600,46968000,97988700
2022-06-15,89.30000305175781,165.09765625,233.0,89.30000305175781,165.27000427246094,233.0,90.86000061035156,168.67999267578125,235.663330078125,86.19000244140625,159.25999450683594,218.14999389648438,87.9000015258789,160.9499969482422,220.9166717529297,95774800,56393600,119131800
2022-06-16,82.05000305175781,155.84730529785156,213.10000610351562,82.05000305175781,156.00999450683594,213.10000610351562,86.7300033569336,159.4199981689453,225.1666717529297,80.63999938964844,154.00999450683594,208.69332885742188,86.62999725341797,158.60000610351562,222.73666381835938,102433300,54574900,107390700
2022-06-17,81.56999969482422,158.6343994140625,216.75999450683594,81.56999969482422,158.8000030517578,216.75999450683594,82.94000244140625,159.9499969482422,220.97000122070312,79.43000030517578,153.27999877929688,213.19667053222656,82.19000244140625,156.47999572753906,213.43333435058594,105212300,63033400,92641800
2022-06-21,83.79000091552734,165.48724365234375,237.0366668701172,83.79000091552734,165.66000366210938,237.0366668701172,85.80999755859375,170.0800018310547,243.57666015625,82.5999984741211,164.07000732421875,224.3333282470703,84.16999816894531,164.75,224.60333251953125,87780600,48308900,122793000
2022-06-22,83.75,163.42941284179688,236.086669921875,83.75,163.60000610351562,236.086669921875,86.37999725341797,166.6199951171875,246.8333282470703,83.30000305175781,161.8000030517578,233.82666015625,84.4000015258789,162.25999450683594,234.50332641601562,86634700,43713500,101107500
2022-06-23,82.43000030517578,162.08078002929688,235.07000732421875,82.43000030517578,162.25,235.07000732421875,84.41000366210938,165.85000610351562,239.31666564941406,80.2300033569336,158.52999877929688,228.6366729736328,84.31999969482422,165.19000244140625,237.9066619873047,100614600,46368000,104202600
2022-06-24,87.08000183105469,171.08139038085938,245.7066650390625,87.08000183105469,171.25999450683594,245.7066650390625,87.52999877929688,171.39999389648438,246.06666564941406,83.08000183105469,163.10000610351562,236.086669921875,83.55999755859375,165.0,237.47000122070312,88553900,47215300,95770800
2022-06-27,86.16000366210938,168.5140838623047,244.9199981689453,86.16000366210938,168.69000244140625,244.9199981689453,88.22000122070312,173.3000030517578,252.07000732421875,85.25,166.25999450683594,242.56666564941406,87.36000061035156,173.1199951171875,249.36666870117188,74663500,42796800,89178300
2022-06-28,80.77999877929688,159.65333557128906,232.663330078125,80.77999877929688,159.82000732421875,232.663330078125,86.7300033569336,172.02000427246094,249.97000122070312,80.43000030517578,159.4499969482422,232.3433380126953,85.70999908447266,169.0,244.48333740234375,95618600,46114900,90391200
2022-06-29,77.98999786376953,155.25791931152344,228.49000549316406,77.98999786376953,155.4199981689453,228.49000549316406,79.75,158.1999969482422,231.17333984375,76.51000213623047,151.6999969482422,222.27333068847656,79.55000305175781,158.13999938964844,230.5,104140900,48235200,82897200
2022-06-30,76.47000122070312,151.43190002441406,224.47332763671875,76.47000122070312,151.58999633789062,224.47332763671875,78.91000366210938,155.6699981689453,229.4566650390625,75.4800033569336,148.6199951171875,218.8633270263672,77.7300033569336,153.61000061035156,224.50999450683594,105368600,68607000,94600500
2022-07-01,73.66999816894531,145.07855224609375,227.26333618164062,73.66999816894531,145.22999572753906,227.26333618164062,75.44999694824219,150.6300048828125,230.22999572753906,72.69000244140625,143.9199981689453,222.1199951171875,75.19000244140625,148.99000549316406,227.0,87734200,57761000,74460300
2022-07-05,75.19999694824219,149.4839324951172,233.06666564941406,75.19999694824219,149.63999938964844,233.06666564941406,75.20999908447266,149.7100067138672,233.14666748046875,71.5999984741211,140.5500030517578,216.1666717529297,71.9800033569336,141.75,223.0,95589000,65139700,84581100
